id,food category,scientific name,family,popular name,occurrence by region,conservation status,origin,commercial cultivation,availability of nutritional composition data,number of recipes (POF/IBGE),number of recipes - other sources
196,insect,Tetragonisca angustula,Apidae,Jataí,"AL, AM, BA, CE, ES, GO, MA, MG, MS, MT, PB, PE, PI, PR, RJ, RN, RS, SC, SE, SP",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
197,insect,Melipona quadrifasciata,Apidae,Mandaçaia,"AL, BA, ES, GO, MS, MG, PB, PR, PE, RJ, RS, SC, SP, SE",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
198,insect,Melipona subnitida,Apidae,Jandaíra,"AL, BA, CE, MA, PB, PE, PI, RN, SE",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
199,insect,Melipona scutellaris,Apidae,Uruçu do nordeste,"AL, BA, CE, PB, PE, RN, SE",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
200,insect,Melipona fasciculata,Apidae,"Uruçu-cinzenta, tiúba","MA, MT, PA, PI, TO",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
201,insect,Melipona mandacaia,Apidae,Mandaçaia,"AL, BA, CE, PB, PE, PI, RN, SE",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
202,insect,Melipona flavolineata,Apidae,"Uruçu-amarela, ira-açu","CE, MA, PA, TO",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
203,insect,Melipona aff. rufiventris,Apidae,"Tujuba, tuiúva, tujuva","BA, GO, MT, MS, MG, PI, SP",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
204,insect,Melipona bicolor,Apidae,Guaraipo,"BA, ES, MG, PR, RJ, RS, SC, SP",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
205,insect,Melipona seminigra,Apidae,Uruçu-boca-de-renda,"AC, AM, MA, MT, PA, RO, RR, TO",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
206,insect,Nannotrigona testaceicornis,Apidae,Iraí,"BA, ES, GO, MS, MG, PR, RJ, RS, SC, SP",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
207,insect,Melipona marginata,Apidae,Manduri,"BA, CE, ES, GO, MG, RJ, SP",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
208,insect,Melipona interrupta,Apidae,"Jandaíra-preta-da-Amazônia, jupará","AP, AM, PA",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
209,insect,Melipona capixaba,Apidae,Uruçu-preto,ES,Not Evaluated (NE),Native,Yes ,Does not exist,0,0
210,insect,Melipona favosa,Apidae,"Rabipintada, erica",RR,Not Evaluated (NE),Native,Yes ,Does not exist,0,0
211,insect,Apis mellifera,Apidae,Abelha-europeia,"AC, AL, AM, AP, BA, CE, DF, ES, GO, MA, MS, MT, MG, PA, PB, PR, PE, PI, RJ, RN, RS, RO, RR, SC, SP, SE, TO",Data Deficient (DD),Exotic,Yes ,Does not exist,0,0
212,fish and seadfood,Coryphaena hippurus,Coryphaena,Dourado-do mar,"RS, SC, PR, SP, RJ, ES, BA, SE, Al, PE, PB, RN, CE, MA, PA, AP, AM",Least Concern (LC),Native,Yes ,Does not exist,1,21
213,fish and seadfood,Centropomus undecimalis,Centropomidae,Robalo-flecha,"MA, PI, CE, RN, PB, PE, AL, SE, BA, ES, RJ, SP, PR, SC, RS",Least Concern (LC),Native,Yes ,"Yes, at the species level",0,0
214,fish and seadfood,Umbrina coroides,Eupercaria,"Corvina, pescada-amarela, tambor de areia","MA, PI, CE, RN, PB, PE, AL, SE, BA",Least Concern (LC),Native,No,Does not exist,0,44
215,fish and seadfood,Mugil curema,Mugilidae,Tainha Branca,"AL, ES, RN, SE",Least Concern (LC),Native,Yes ,"Yes, at the genus level",0,13
216,fish and seadfood,Genidens genidens,Ariidae,Bagre,"AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,Yes ,Does not exist,0,11
217,fish and seadfood,Pomatomus saltatrix,Pomatomidae,Anchova,"AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Vulnerable (VU),Native,Yes ,Does not exist,0,62
218,fish and seadfood,Micropogonias furnieri,Sciaenidae,Corvina,"AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,Yes ,"Yes, at the species level",0,39
219,fish and seadfood,Mugil platanus,Mugilidae,"Tainha
","AL, ES, PR, RJ, RS, SC, SP, SE",Data Deficient (DD),Native,Yes ,"Yes, at the genus level",0,13
220,fish and seadfood,Hemiramphus balao,Hemiramphidae,Agulha,"AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
221,fish and seadfood,Trichiurus lepturus,Trichiuridae,Espada,"AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,Yes ,Does not exist,0,13
222,fish and seadfood,Caranx crysos,Carangidae,Corredor azul,"AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
223,fish and seadfood,Kyphosus incisor,Kyphosidae,Piragica,"AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Data Deficient (DD),Native,No,Does not exist,0,0
224,fish and seadfood,Rhizoprionondon lalandei,Carcharhinidae,Cação,"AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, SC, SP, SE",Vulnerable (VU),Native,No,"Yes, by common name",0,78
225,fish and seadfood,anisotremus surinamensis,Haemulidae,"Sargo-de-beiço, Pirambú","AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, SC, SP, SE",Data Deficient (DD),Native,No,Does not exist,0,0
226,fish and seadfood,Menticirhrus americanus,Sciaenidae,Betara,"AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,Yes ,Does not exist,0,0
227,fish and seadfood,Diplodus argenteus,Sparidae,Pargo,"BA, ES, PR, RJ, SC, SP",Least Concern (LC),Native,No,Does not exist,0,6
228,fish and seadfood,Lutjanus analis,Lutjanidae,Cioba,"AL, BA, CE, ES, MA, PA, PR, PB, PI, PE, RJ, RN, SP, SE",Near Threatened (NT),Native,No,Does not exist,0,4
229,fish and seadfood,Eucinostomus gula,Gerreidae,Carapicu,"AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,10
230,fish and seadfood,Haemulon aurolineatum,Haemulidae,Xira-branca,"AL, AP, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
231,fish and seadfood,Centropomus parallelus,Centropomidae,Robalo gordo,"AL, AM, BA, CE, ES, MA, MG, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,No,"Yes, at the genus level",0,0
232,fish and seadfood,Diapterus auratus,Gerreidae,Carapeba,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,No,"Yes, at the species level",0,0
233,fish and seadfood,Epinephelus marginatus,Epinephelidae,Garoupa escura,"BA, RJ, SC, SP",Vulnerable (VU),Native,Yes ,Does not exist,0,0
234,fish and seadfood,Litopenaeus schmitti,Penaeidae,Camarão branco do sul,"AL, PR, PE, RS, SC, SP",Not Evaluated (NE),Native,Yes ,Does not exist,0,9
235,fish and seadfood,Euthynnus alleteratus,Scombridae,Atum,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,Yes ,"Yes, by common name",10,5002
236,fish and seadfood,Lutjanus synagris,Lutjanidae,Ariacó,"AL, AM, BA, CE, ES, MA, PA, PB, PE, PI, RJ, RN, SP, SE",Near Threatened (NT),Native,Yes ,Does not exist,0,0
237,fish and seadfood,Opisthonema oglinum,Dorosomatidae,Arenque do atlântico,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
238,fish and seadfood,Holocentrus adscensionis,Holocentridae,Peixe-esquilo,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
239,fish and seadfood,Priacanthus arenatus,Priacanthidae,Patudo atlântico,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
240,fish and seadfood,Chloroscombrus chrysurus,Carangidae,Pára-choque atlântico,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
241,fish and seadfood,Cynoscion jamaicensis,Sciaenidae,Peixe fraco da jamaica,"AL, AM, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
242,fish and seadfood,Trachinotus carolinus,Carangidae,Florida pompano,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
243,fish and seadfood,Seriola lalandi,Carangidae,Olho-de-boi,"AL, AM, BA, CE, ES, MA, PA, PB, PE, PI, RJ, RN, SP, SE",Least Concern (LC),Native,No,Does not exist,0,5
244,fish and seadfood,Scomberomus brasiliensis,Scombridae,Cavala da serra,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,Yes ,Does not exist,0,0
245,fish and seadfood,Rhinoptera bonasus,Rhinopteridae,Raia nariz-de-bico,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Vulnerable (VU),Native,No,Does not exist,0,0
246,fish and seadfood,Selene vomer,Carangidae,Peixe-galo,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
247,fish and seadfood,Isopisthus parvipinnis,Sciaenidae,Corvina dente grande,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,14
248,fish and seadfood,Macrodon ancylodon,Sciaenidae,"Pescada-foguete, pescada gó","AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, RS, SC, SP, SE",Least Concern (LC),Native,Yes ,"Yes, at the species level",0,0
249,fish and seadfood,Nebris microps,Sciaenidae,Corvina olho-pequeno,"AL, BA, PA, PB, PE, RJ, SP, SE",Least Concern (LC),Native,Yes ,Does not exist,0,6
250,fish and seadfood,Oligoplites palometa,Carangidae,Jaqueta de couro maracaibo,"AL, AM, BA, CE, ES, MA, PA, PB, PE, PI, RJ, RN, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
251,fish and seadfood,Cynoscion guatucupa,Sciaenidae,"Pescada-olhuda, maria-mole","PR, RJ, RS, SC, SP",Least Concern (LC),Native,No,Does not exist,0,0
252,fish and seadfood,Elops saurus,Elopidae,Joaninha,"AL, AM, BA, CE, ES, MA, PA, PB, PE, PI, RJ, RN, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
253,fish and seadfood,Perna perna,Mytilidae,Mexilhão rock sul-americano,"ES, PR, RJ, RS, SC, SP",Not Evaluated (NE),Native,No,Does not exist,0,0
254,fish and seadfood,Sardinella brasiliensis,Dorosomatidae,Sardinha Brasileira,"PR, RJ, SC, SP",Data Deficient (DD),Native,Yes ,"Yes, at the species level",6,9
255,fish and seadfood,Harengula jaguana,Dorosomatidae,Arenque escamado,"AL, AM, BA, CE, ES, MA, MG, PA, PB, PE, PI, RJ, RN, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
256,fish and seadfood,Lile piquitinga,Dorosomatidae,Sardinha-chata,"AL, AM, CE, ES, MA, PA, PB, PE, PI, RN, SE",Least Concern (LC),Native,No,Does not exist,0,9
257,fish and seadfood,Loligo sanpaulensis,Loliginidae,Lula,ES,Least Concern (LC),Native,No,Does not exist,2,851
258,fish and seadfood,Mugil liza,Mugilidae,Tainha,"AL, ES, PR, RJ, RS, SC, SP, SE",Least Concern (LC),Native,Yes ,"Yes, at the genus level",0,13
259,fish and seadfood,Seriola dumerili,Carangidae,Amberjack maior,"AL, AM, BA, CE, ES, MA, PA, PB, PR, PE, PI, RJ, RN, SC, SP, SE",Least Concern (LC),Native,No,Does not exist,0,0
260,fish and seadfood,Arapaima gigas,Arapaimidae,Pirarucu,"AC, AM, RR, RO, MT, PA, AM",Data Deficient (DD),Native,Yes ,"Yes, at the species level",0,50
261,plant,Pouteria caimito (Ruiz & Pav.) Radlk.,Sapotaceae,abiu,"AC, AM, AP, PA, RO, RR, TO, AL, BA, CE, MA, PB, PE, SE, MT, ES, MG, RJ, SP, PR, SC",Least Concern (LC),Native,Yes ,"Yes, at the species level",0,0
262,plant,Euterpe oleracea Mart.,Arecaceae,açaí,"AP, PA, TO, MA",Least Concern (LC),Native,Yes ,"Yes, at the species level",1,936
263,plant,Euterpe precatoria Mart.,Arecaceae,açaí-da-mata,"AC, AM, PA, RO, RR",Least Concern (LC),Native,No,"Yes, at the species level",0,0
264,plant,Arachis hypogaea L.,Fabaceae,amendoim,"AC, AM, AP, PA, RO, RR, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MT do Sul, MT, ES, MG, RJ, SP, PR, RS, SC.",Not Evaluated (NE),Exotic,Yes ,"Yes, at the species level",12,5164
265,plant,Rubus fruticosus L.,Rosaceae,amora-preta,"BA, SE, DF, GO, ES, MG, RJ, SP, PR, RS, SC",Least Concern (LC),Exotic,Yes ,Does not exist,0,0
266,plant,Rubus niveus Thunb.,Rosaceae,amora-preta,"SP, PR, SC",Not Evaluated (NE),Exotic,Yes ,Does not exist,0,0
267,plant,Rubus ulmifolius Schott,Rosaceae,amora-preta,"SP, PR",Not Evaluated (NE),Exotic,Yes ,Does not exist,0,0
268,plant,Rubus urticifolius Poir.,Rosaceae,amora-preta,"BA, SE, DF, GO, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,Does not exist,0,0
269,plant,Psidium cattleyanum Sabine.,Myrtaceae,araçá,"AL, BA, CE, PE, SE,ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",0,2
270,plant,Eugenia stipitata McVaugh,Myrtaceae,araçá-boi,"AC, AM, PA, RO, RR, MT",Least Concern (LC),Native,No,"Yes, at the species level",0,3
271,plant,Psidium acutangulum DC,Myrtaceae,araçá-pera,"AC, AM, AP, PA, RO, RR, TO, MT, PR",Not Evaluated (NE),Native,No,"Yes, at the species level",0,2
272,plant,Annona crassiflora Mart.,Annonaceae,"araticum, panã, acanga, araticum-do-mata, tapanahuacanga","PA, TO, BA, MA, PI, DF, GO, MT do Sul, MT, MG, SP, PR",Least Concern (LC),Native,No,"Yes, at the species level",0,0
273,plant,Araucaria angustifolia (Bertol.) Kuntze.,Araucariaceae,"araucária, pinheiro-brasileiro, pinheiro-do-paraná","MG, RJ, SP, PR, RS, SC",Endangered (EN),Native,No,"Yes, at the species level",1,97
274,plant,Goeppertia allouia (Aubl.) Borchs. & S. Suárez,Marantaceae,ariá,"AC, AM, AP, PA, RO, RR, TO, MA, GO, MT",Least Concern (LC),Native,Yes ,Does not exist,0,0
275,plant,Schinus terebinthifolia Raddi.,Anacardiaceae,"aroeira-pimenteira, monducuru, palmatória, urumbeba arumbeva","AP, PA, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",0,0
276,plant,Opuntia monacantha Haw.,Cactaceae,arumbeva,"BA, SE, ES, MG, RJ, SP, PR, RS, SC",Least Concern (LC),Native,No,"Yes, at the genus level",0,0
277,plant,Opuntia elata Salm-Dyck,Cactaceae,arumbeva,"MS, RS",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",0,0
278,plant,Attalea speciosa Mart. ex Spreng.,Arecaceae,babaçu,"AC, AM, PA, RO, TO, BA, CE, MA, PI, GO, MS, MT, MG",Not Evaluated (NE),Native,No,"Yes, at the species level",0,4
279,plant,Oenocarpus bacaba Mart,Arecaceae,"bacaba, bacaba-de-caranaí, abacaba, bacabinha","AC, AM, AP, PA, RO",Least Concern (LC),Native,No,"Yes, at the species level",0,0
280,plant,Oenocarpus balickii F. Kahn,Arecaceae,"bacaba, bacaba-de-caranaí, abacaba, bacabinha","AC, AM, RO",Not Evaluated (NE),Native,No,"Yes, at the genus level",0,0
281,plant,Oenocarpus distichus Mart.,Arecaceae,"bacaba, bacaba-de-caranaí, abacaba, bacabinha","PA, RO, TO, MA, GO, MT",Not Evaluated (NE),Native,No,"Yes, at the species level",0,0
282,plant,Oenocarpus mapora H. Karst.,Arecaceae,"bacaba, bacaba-de-caranaí, abacaba, bacabinha","AC, AM",Not Evaluated (NE),Native,No,"Yes, at the species level",0,0
283,plant,Oenocarpus minor Mart.,Arecaceae,"bacaba, bacaba-de-caranaí, abacaba, bacabinha","AM, PA, RO",Not Evaluated (NE),Native,No,"Yes, at the species level",0,0
284,plant,Garcinia brasiliensis Mart.,Clusiaceae,bacupari,"AC, AM, PA, RO, TO, BA, SE, GO, MS, MT, ES, RJ, SP, SC",Not Evaluated (NE),Native,No,Does not exist,0,1
285,plant,Platonia insignis Mart.,Clusiaceae,bacuri,"AM, AP, PA, RR, TO, MA, PI",Least Concern (LC),Native,Yes ,"Yes, at the species level",0,12
286,plant,Dipteryx alata Vogel.,Fabaceae,"baru, cumbaru","RO, TO, BA, MA, DF, GO, MS, MT, MG, SP",Least Concern (LC),Native,No,"Yes, at the species level",1,7
287,plant,Portulaca oleraceae L.,Portulacaceae,beldroega,"AC, AM, AP, PA, RO, RR, TO, AL, BA, CE, MA, PB, PE, SE, PI, RN, MT, MS, DF, ES, MG, RJ, SP, PR, SC, RS",Least Concern (LC),Native,No,"Yes, at the species level",0,3
288,plant,Annona mucosa Jacq.,Annonaceae,biribá,"AC, AM, PA, RO, AL, BA, PE, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,"Yes, at the genus level",0,0
289,plant,Mauritia flexuosa L.f.,Arecaceae,"buriti, miritirana, buritirana, caraná-do-mato, caraná","AC, AM, AP, PA, RO, TO, BA, CE, MA, PI, DF, GO, MS, MT, MG, SP",Least Concern (LC),Native,No,"Yes, at the species level",0,3
290,plant,Butia catarinensis Noblick & Lorenzi.,Arecaceae,butiá,"RS, SC",Not Evaluated (NE),Native,No,"Yes, at the species level",0,3
291,plant,Theobroma cacao L.,Malvaceae,"cacau, cacau-da-mata","AC, AM, AP, PA, RO, BA, MA, SE, ES",Least Concern (LC),Native,Yes ,"Yes, at the genus level",0,0
292,plant,Eugenia dysenterica (Mart.) DC.,Myrtaceae,cagaita,"TO, BA, CE, MA, PE, PI, DF, GO, MS, MT, MG, SP",Not Evaluated (NE),Native,No,"Yes, at the species level",0,1
293,plant,Campomanesia phaea (O.Berg) Landrum.,Myrtaceae,cambuci,"MG, RJ, SP",Least Concern (LC),Native,No,"Yes, at the species level",0,5
294,plant,Myrciaria floribunda (H.West ex Willd.) O.Berg,Myrtaceae,cambuí,"AC, AM, PA, RO, RR, AL, BA ,PE, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Least Concern (LC),Native,Yes ,"Yes, at the genus level",0,0
295,plant,Myrciaria dubia (Kunth) McVaugh,Myrtaceae,camu-camu,"AC, AM, PA, RO, RR, TO, MT",Least Concern (LC),Native,Yes ,"Yes, at the species level",0,1
296,plant,Dioscorea trifida L.f.,Dioscoreaceae,cará amazônico,"AC, AM, PA, TO, MA, PB, PE; DF, GO, MT, MG, MS",Least Concern (LC),Native,Yes ,"Yes, at the species level",0,20
297,plant,Dioscorea chondrocarpa Griseb.,Dioscoreaceae,cará de espinho,"AC, AM, PA, RO, TO, AL, BA, PB,;DF, GO, MS,, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,No,"Yes, at the genus level",0,9
298,plant,Bidens bipinnata L,Asteraceae,carrapicho agulha,"AM, AP, PA, RR, TO, AL, BA, CE, MA, PB, PE, PI, RN, GO, MT, MG, SP, RS, SC",Not Evaluated (NE),Native,No,Does not exist,0,0
299,plant,Acioa edulis Prance,Chrysobalanaceae,castanha de cutia,AM,Not Evaluated (NE),Native,No,Does not exist,0,0
300,plant,Acioa longipendula (Pilg.) Sothers & Prance,Chrysobalanaceae,castanha de galinha,"AM, PA",Not Evaluated (NE),Native,No,Does not exist,0,0
301,plant,Bertholletia excelsa Bonpl.,Lecythidaceae,castanha do brasil,"AC, AM, AP, PA, RO, RR, MT",Vulnerable (VU),Native,Yes ,"Yes, at the species level",1,17
302,plant,Eugenia involucrata DC.,Myrtaceae,cereja_do_rio_grande,"AL, BA, PE, SE, DF, GO, MS, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,No,"Yes, at the species level",0,0
303,plant,Sterculia striata A.St.-Hil. & Naudin,Myrtaceae,chichá,"PA, TO, BA, CE, MA, PI, DF, GO, MS, MT, ES, MG, RJ, SP",Least Concern (LC),Native,No,"Yes, at the species level",0,0
304,plant,Eryngium foetidum L.,Apiaceae,chicória,"AC, AM",Not Evaluated (NE),Native,Yes ,"Yes, by common name",0,28
305,plant,Butia capitata (Mart.) Becc.,Arecaceae,coquinho_azedo,"BA, GO, MG",Vulnerable (VU),Native,No,"Yes, by common name",0,0
306,plant,Tropaeolum pentaphyllum Lam.,Tropaeolaceae,crem,"RJ, SP, PR, RS, SC",Least Concern (LC),Native,Yes ,"Yes, at the genus level",0,0
307,plant,Sicana odorifera (Vell.) Naudin,Cucurbitaceae,croá,"AM, PE, GO, MG, RJ, SP",Vulnerable (VU),Native,No,Does not exist,0,0
308,plant,Solanum sessiliflorum Dunal,Solanaceae,cubiu,"AM, AP, PA",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",0,4
309,plant,Theobroma grandiflorum (Willd. ex Spreng.) K.Schum,Malvaceae,cupuaçu,"AC, AM, PA, RO, MA",Least Concern (LC),Native,Yes ,"Yes, at the species level",1,308
310,plant,Ilex paraguariensis A.St.-Hil.,Aquifoliaceae,erva_mate,"BA, DF, MS, MT, MG, RJ, SP, PR, RS, SC",Least Concern (LC),Native,Yes ,"Yes, at the species level",2,7
311,plant,Physalis angulata L.,Solanaceae,camapu,"AC, AM, AP, PA, RO, RR, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Exotic,No,"Yes, at the genus level",0,0
312,plant,Physalis pubescens L.,Solanaceae,fisalis,"AC, AM, AP, PA, RO, RR, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Exotic,No,"Yes, at the species level",0,3
313,plant,Campomanesia adamantium,myrtaceae,gabiroba,"DF, GO, MS, MT, MG, SP, PR, SC",Not Evaluated (NE),Native,No,"Yes, at the species level",0,1
314,plant,Psidium guajava,myrtaceae,goiaba,"AC, AM, AL, BA, CE, MA, PE, PI, SE, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",1,3358
315,plant,Feijoa sellowiana,myrtaceae,goiaba-serrana,"RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,"Yes, at the genus level",0,0
316,plant,Eugenia brasiliensis,myrtaceae,grumixama,"BA, ES, MG, RJ, SP, PR, SC",Least Concern (LC),Native,No,"Yes, at the species level",0,1
317,plant,Campomanesia xanthocarpa,myrtaceae,guabiroba,"ES, MG, RJ, SP, PR, RS, SC",Least Concern (LC),Native,No,"Yes, at the species level",0,1
318,plant,Paullinia cupana,sapindaceae,guaraná,"AC, AM, PA",Not Evaluated (NE),Native,Yes ,Does not exist,3,54
319,plant,Syagrus oleracea,arecaceae,gueroba,"TO, BA, DF, GO, MS, MT, MG, SP, PR",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",2,4
320,plant,Plinia peruviana,myrtaceae,jabuticaba,"BA, ES, MG, RJ, SP, PR, RS, SC",Least Concern (LC),Native,Yes ,"Yes, at the species level",0,141
321,plant,acmella oleracea,asteraceae,jambu,"AC, AM, AP, PA, RO, RR, BA, CE, PB, PE, PI, RN, SE, ES, MG, RJ, SP, PR, SC",Not Evaluated (NE),Native,Yes ,Does not exist,1,10
322,plant,Jacaratia spinosa,caricaceae,jaracatiá-mamãozinho,"AC, AM, AP, PA, RO, AL, BA, CE, MA, PB, PE, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Least Concern (LC),Native,No,"Yes, by common name",0,0
323,plant,Vasconcellea quercifolia,caricaceae,jaracatiá-mamãozinho-do-mato,"BA, CE, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,No,"Yes, at the species level",0,0
324,plant,Hymenaea courbaril,fabaceae,jatobá,"AC, AM, AP, PA, RO, RR, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR, SC",Least Concern (LC),Native,No,"Yes, at the species level",0,5
325,plant,Hymenaea stigonocarpa,fabaceae,jatobá,"AC, AM, AP, PA, RO, RR, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR, SC",Not Evaluated (NE),Native,No,"Yes, at the species level",0,5
326,plant,Genipa americana,rubiaceae,jenipapo,"AC, AM, AP, PA, RO, RR, TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, DF, GO, MS, MT, ES, MG, RJ, SP, PR, SC",Least Concern (LC),Native,No,"Yes, at the species level",0,13
327,plant,Euterpe edulis,arecaceae,juçara,"BA, GO, MS, ES, MG, RJ, SP, PR, RS, SC",Vulnerable (VU),Native,Yes ,"Yes, at the species level",0,0
328,plant,Solanum scuticum,solanaceae,jurubeba,"AC, RO, BA, DF, GO, MT, ES, MG, RJ, SP, PR, SC",Not Evaluated (NE),Native,No,"Yes, at the species level",0,3
329,plant,Syagrus coronata,arecaceae,licuri,"AL, BA, PE, SE, MG",Not Evaluated (NE),Native,No,"Yes, at the species level",0,0
330,plant,acrocomia aculeata,arecaceae,macaúba,"AM, PA, RR, BA, MA, PI, DF, GO, MT, MG, RJ, SP",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",0,0
331,plant,Talinum fruticosum,talinaceae,cariru,"AC, AM, PA, RO, RR, AL, BA, CE, MA, PB, PE, PI, RN, SE, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,"Yes, at the genus level",0,1
332,plant,Talinum paniculatum,talinaceae,cariru,"AC, AM, PA, RO, RR, AL, BA, CE, MA, PB, PE, PI, RN, SE, GO, MS, MT, ES, MG, RJ, SP, PR, RS, SC",Not Evaluated (NE),Native,Yes ,"Yes, at the species level",0,1
333,plant,Cereus jamacaru,cactaceae,mandacaru,"TO, AL, BA, CE, MA, PB, PE, PI, RN, SE, GO, MG",Not Evaluated (NE),Native,No,"Yes, at the genus level",0,1
